"STATION","NAME","DATE","AWND","TMAX","TMIN","WDF2","WSF2"
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-07",,"75","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-08",,"74","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-09",,"68","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-10",,"69","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-11",,"81","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-12",,"76","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-13",,"69","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-14",,"66","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-15",,"65","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-16",,"65","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-17",,"64","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-18",,"67","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-19",,"59","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-20",,"59","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-21",,"69","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-22",,"62","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-23",,"60","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-24",,"59","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-25",,"64","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-26",,"65","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-27",,"81","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-28",,"93","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-29",,"87","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-30",,"59","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-05-31",,"58","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-01",,"80","45",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-02",,"94","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-03",,"92","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-04",,"73","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-05",,"66","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-06",,"60","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-07",,"66","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-08",,"76","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-09",,"65","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-10",,"71","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-11",,"80","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-12",,"89","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-13",,"87","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-14",,"80","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-15",,"69","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-16",,"75","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-17",,"71","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-18",,"79","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-19",,"80","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-20",,"77","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-21",,"81","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-22",,"92","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-23",,"100","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-24",,"85","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-25",,"81","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-26",,"79","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-27",,"78","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-28",,"70","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-29",,"91","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-06-30",,"87","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-01",,"82","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-02",,"79","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-03",,"75","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-04",,"73","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-05",,"83","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-06",,"91","59",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-07",,"85","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-08",,"85","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-09",,"90","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-10",,"88","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-11",,"83","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-12",,"84","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-13",,"88","58",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-14",,"81","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-15",,"81","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-16",,"87","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-17",,"85","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-18",,"84","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-19",,"86","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-20",,"89","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-21",,"86","58",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-22",,"83","59",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-23",,"90","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-24",,"88","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-25",,"92","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-26",,"88","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-27",,"85","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-28",,"86","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-29",,"88","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-30",,"88","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-07-31",,"84","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-01",,"80","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-02",,"79","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-03",,"88","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-04",,"86","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-05",,"83","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-06",,"91","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-07",,"82","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-08",,"87","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-09",,"97","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-10",,"90","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-11",,"87","57",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-12",,"86","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-13",,"85","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-14",,"66","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-15",,"73","57",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-16",,"84","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-17",,"88","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-18",,"92","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-19",,"85","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-20",,"77","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-21",,"72","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-22",,"77","57",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-23",,"75","58",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-24",,"80","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-25",,"80","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-26",,"80","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-27",,"71","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-28",,"70","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-29",,"73","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-30",,"71","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-08-31",,"80","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-01",,"80","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-02",,"84","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-03",,"80","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-04",,"82","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-05",,"78","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-06",,"79","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-07",,"88","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-08",,"85","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-09",,"84","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-10",,"86","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-11",,"82","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-12",,"70","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-13",,"69","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-14",,"78","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-15",,"71","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-16",,"74","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-17",,"72","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-18",,"75","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-19",,"84","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-20",,"94","59",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-21",,"86","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-22",,"87","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-23",,"84","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-24",,"88","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-25",,"85","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-26",,"91","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-27",,"82","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-28",,"73","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-29",,"73","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-09-30",,"73","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-01",,"79","57",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-02",,"80","59",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-03",,"76","58",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-04",,"70","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-05",,"75","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-06",,"73","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-07",,"82","61",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-08",,"86","57",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-09",,"76","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-10",,"69","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-11",,"73","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-12",,"86","54",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-13",,"84","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-14",,"82","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-15",,"84","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-16",,"84","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-17",,"76","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-18",,"79","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-19",,"86","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-20",,"83","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-21",,"73","48",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-22",,"69","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-23",,"70","49",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-24",,"76","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-25",,"82","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-26",,"82","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-27",,"78","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-28",,"74","56",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-29",,"69","52",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-30",,"76","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-10-31",,"83","59",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-01",,"86","62",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-02",,"86","58",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-03",,"88","60",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-04",,"77","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-05",,"79","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-06",,"81","53",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-07",,"81","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-08",,"72","55",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-09",,"72","50",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-10",,"65","43",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-11",,"70","51",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-12",,"74","46",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-13",,"67","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-14",,"71","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-15",,"68","47",,
"USR0000CPUL","PULGAS CALIFORNIA, CA US","2018-11-16",,"70","46",,
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-01","3.13","58","42","   70","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-02","1.57","59","47","  220","6.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-03","2.68","57","48","   60","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-04","5.37","68","53","  150","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-05","4.47","62","53","  290","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-06","2.91","58","46","   50","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-07","2.46","53","45","   60","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-08","4.47","61","51","  150","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-09","7.61","59","49","  300","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-10","3.36","57","44","  150","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-11","2.46","61","50","  290","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-12","2.91","59","49","  270","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-13","7.83","63","43","   50","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-14","4.92","60","43","  330","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-15","3.13","62","47","  290","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-16","4.70","64","55","  290","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-17","4.03","62","50","  290","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-18","7.16","63","50","  300","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-19","5.37","58","43","  300","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-20","4.03","56","37","  280","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-21","4.70","57","38","  150","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-22","7.83","59","49","  150","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-23","3.58","57","43","  300","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-24","7.61","61","43","  260","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-25","6.71","57","43","  300","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-26","4.70","56","40","  300","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-27","5.37","62","41","  360","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-28","4.92","67","43","   30","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-29","3.80","64","46","   50","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-30","2.91","66","43","  280","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-01-31","4.92","69","45","  290","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-01","2.91","68","49","  270","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-02","3.80","78","48","   30","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-03","4.47","81","47","   50","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-04","2.91","74","51","  210","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-05","2.91","74","48","  300","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-06","3.13","77","47","   20","14.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-07","4.70","72","48","   80","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-08","3.36","72","49","  290","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-09","2.68","75","49","  290","8.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-10","5.14","72","46","  290","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-11","8.50","58","41","  300","29.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-12","4.92","61","40","  290","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-13","4.92","63","42","  240","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-14","6.71","61","40","  290","19.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-15","5.59","65","41","  290","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-16","5.14","64","39","  310","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-17","5.82","68","42","  290","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-18","15.21","57","44","  290","28.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-19","8.72","53","40","  290","19.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-20","5.59","53","34","  280","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-21","6.71","56","37","  310","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-22","13.87","55","41","  290","29.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-23","5.82","57","33","  290","19.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-24","7.16","56","34","  280","21.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-25","6.04","59","36","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-26","10.07","54","44","   20","25.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-27","4.03","57","38","  300","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-02-28","7.16","55","35","  150","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-01","14.54","59","48","  220","23.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-02","7.61","54","44","  260","19.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-03","7.16","52","40","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-04","5.37","56","37","  290","14.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-05","6.93","64","39","   90","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-06","4.03","66","42","  290","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-07","4.25","69","51","  220","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-08","5.82","67","51","  290","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-09","4.25","64","50","  290","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-10","2.01","59","48","  290","8.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-11","3.58","69","45","  300","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-12","6.04","74","50","  170","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-13","8.95","62","50","  300","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-14","6.93","56","46","  280","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-15","10.51","58","40","  240","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-16","8.05","56","46","  300","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-17","6.93","56","43","  340","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-18","4.92","57","40","  270","10.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-19","6.49","66","41","  290","14.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-20","6.04","58","53","  140","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-21","11.63","69","56","  180","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-22","14.09","62","47","  280","28.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-23","7.83","59","40","  300","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-24","8.28","57","46","  280","23.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-25","6.26","58","41","  270","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-26","7.83","64","40","  280","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-27","6.26","71","44","  290","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-28","5.59","77","49","  300","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-29","5.59","81","52","  300","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-30","4.70","82","54","  300","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-03-31","4.92","67","52","  300","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-01","6.26","69","47","  290","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-02","8.95","65","51","  270","17.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-03","6.26","67","46","  300","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-04","5.59","64","51","  310","15.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-05","4.25","63","53","  300","13.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-06","9.62","63","57","  160","19.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-07","10.29","65","54","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-08","8.05","65","49","  290","21.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-09","5.59","75","48","  280","12.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-10","7.61","65","54","  290","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-11","9.84","62","50","  290","23.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-12","9.84","61","45","  290","23.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-13","7.16","68","43","  290","21.9"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-14","6.71","72","49","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-15","9.40","65","50","  260","21.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-16","10.29","57","45","  290","23.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-17","6.93","63","41","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-18","6.04","59","47","  290","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-19","7.61","63","43","  290","21.0"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-20","6.93","71","47","  300","18.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-21","6.26","76","49","  280","16.1"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-04-22","5.37","77","49","  290","15.0"
