20180101,1
20180102,0
20180103,1
20180104,1
20180105,1
20180106,1
20180107,1
20180108,1
20180109,1
20180110,1
20180111,1
20180112,1
20180113,1
20180114,1
20180115,1
20180116,1
20180117,1
20180118,1
20180119,1
20180120,0
20180121,0
20180122,1
20180123,1
20180124,1
20180125,0
20180126,1
20180127,0
20180128,0
20180129,0
20180130,0
20180131,0
20180201,0
20180202,0
20180203,0
20180204,0
20180205,0
20180206,0
20180207,0
20180208,1
20180209,0
20180210,0
20180211,0
20180212,0
20180213,0
20180214,0
20180215,0
20180216,0
20180217,0
20180218,0
20180219,0
20180220,0
20180221,0
20180222,0
20180223,0
20180224,0
20180225,0
20180226,0
20180227,0
20180228,0
20180301,1
20180302,0
20180303,0
20180304,0
20180305,0
20180306,0
20180307,0
20180308,1
20180309,0
20180310,0
20180311,1
20180312,0
20180313,1
20180314,0
20180315,0
20180316,1
20180317,0
20180318,0
20180319,0
20180320,1
20180321,1
20180322,1
20180323,0
20180324,0
20180325,0
20180326,0
20180327,0
20180328,1
20180329,0
20180330,0
20180331,0
20180401,0
20180402,0
20180403,0
20180404,0
20180405,0
20180406,0
20180407,0
20180408,0
20180409,0
20180410,0
20180411,0
20180412,0
20180413,0
20180414,0
20180415,0
20180416,0
20180417,0
20180418,0
20180419,0
20180420,0
20180421,0
20180422,0
20180423,0
20180424,0
20180425,0
20180426,0
20180427,0
20180428,0
20180429,0
20180430,0
20180501,0
20180502,0
20180503,0
20180504,0
20180505,0
20180506,0
20180507,0
20180508,0
20180509,1
20180510,0
20180511,0
20180512,0
20180513,0
20180514,0
20180515,0
20180516,0
20180517,0
20180518,1
20180519,0
20180520,0
20180521,0
20180522,0
20180523,1
20180524,0
20180525,0
20180526,0
20180527,0
20180528,0
20180529,0
20180530,0
20180531,0
20180601,0
20180602,0
20180603,0
20180604,0
20180605,0
20180606,0
20180607,0
20180608,0
20180609,0
20180610,0
20180611,0
20180612,0
20180613,0
20180614,0
20180615,0
20180616,0
20180617,0
20180618,0
20180619,0
20180620,0
20180621,0
20180622,0
20180623,0
20180624,0
20180625,1
20180626,0
20180627,0
20180628,0
20180629,0
20180630,0
20180701,1
20180702,0
20180703,0
20180704,0
20180705,0
20180706,0
20180707,0
20180708,0
20180709,0
20180710,0
20180711,0
20180712,0
20180713,0
20180714,1
20180715,0
20180716,0
20180717,0
20180718,1
20180719,1
20180720,0
20180721,0
20180722,0
20180723,0
20180724,0
20180725,1
20180726,0
20180727,1
20180728,0
20180729,0
20180730,1
20180731,1
20180801,1
20180802,1
20180803,0
20180804,0
20180805,0
20180806,0
20180807,0
20180808,1
20180809,1
20180810,1
20180811,0
20180812,0
20180813,0
20180814,1
20180815,0
20180816,0
20180817,0
20180818,1
20180819,1
20180820,1
20180821,0
20180822,0
20180823,0
20180824,0
20180825,0
20180826,0
20180827,0
20180828,1
20180829,0
20180830,0
20180831,0
20180901,0
20180902,0
20180903,0
20180904,0
20180905,0
20180906,0
20180907,0
20180908,0
20180909,0
20180910,0
20180911,0
20180912,0
20180913,0
20180914,0
20180915,0
20180916,0
20180917,0
20180918,0
20180919,0
20180920,0
20180921,0
20180922,0
20180923,0
20180924,0
20180925,1
20180926,1
20180927,1
20180928,0
20180929,0
20180930,0
